facility_id,facility_name,facility_type,facility_source,source_record_id,source_date,admin_area,medical_marktype,address,agency,hotspot_name,osm_amenity,osm_office,matched_hazard_groups,matched_hazard_details,hazard_group_count,flood_point_count_300m,screening_priority,analysis_predicate,analysis_role,longitude,latitude
NLSC-121-9,宜蘭縣大同鄉大同國民小學,學校,內政部國土測繪中心（官方衍生快取）,9,202206,宜蘭縣,,,,,,,地質敏感區,"[{""group"": ""地質敏感區"", ""source_id"": ""G0003"", ""distance_m"": 66.2, ""intersects"": false}, {""group"": ""地質敏感區"", ""source_id"": ""L0016"", ""distance_m"": 274.0, ""intersects"": false}]",1,0,單一災害暴露（篩選參考）,public facility point intersects hazard polygon or is within 300 metres of hazard geometry/point,SCREENING_REFERENCE,121.60924922511478,24.678432895424994
NLSC-121-90,宜蘭縣員山鄉深溝國民小學,學校,內政部國土測繪中心（官方衍生快取）,90,202206,宜蘭縣,,,,,,,近5年歷史淹水災點,"[{""group"": ""近5年歷史淹水災點"", ""source_id"": ""130016"", ""distance_m"": 120.5, ""match_count"": 1}]",1,1,單一災害暴露（篩選參考）,public facility point intersects hazard polygon or is within 300 metres of hazard geometry/point,SCREENING_REFERENCE,121.72370394020949,24.723840363266316
NLSC-121-91,宜蘭縣員山鄉湖山國民小學,學校,內政部國土測繪中心（官方衍生快取）,91,202207,宜蘭縣,,,,,,,土石流影響範圍,"[{""group"": ""土石流影響範圍"", ""source_id"": ""176526"", ""distance_m"": 223.4, ""intersects"": false}]",1,0,單一災害暴露（篩選參考）,public facility point intersects hazard polygon or is within 300 metres of hazard geometry/point,SCREENING_REFERENCE,121.69942568026015,24.779222720779224
NLSC-121-93,宜蘭縣頭城鎮大里國民小學,學校,內政部國土測繪中心（官方衍生快取）,93,202405,宜蘭縣,,,,,,,土石流影響範圍、地質敏感區,"[{""group"": ""地質敏感區"", ""source_id"": ""L0016"", ""distance_m"": 115.4, ""intersects"": false}, {""group"": ""土石流影響範圍"", ""source_id"": ""176526"", ""distance_m"": 45.9, ""intersects"": false}]",2,0,複合災害暴露（優先查核）,public facility point intersects hazard polygon or is within 300 metres of hazard geometry/point,SCREENING_REFERENCE,121.92651525477193,24.970684157336585
NLSC-121-94,宜蘭縣頭城鎮大溪國民小學,學校,內政部國土測繪中心（官方衍生快取）,94,201901,宜蘭縣,,,,,,,土石流影響範圍、近5年歷史淹水災點,"[{""group"": ""近5年歷史淹水災點"", ""source_id"": ""130016"", ""distance_m"": 162.2, ""match_count"": 1}, {""group"": ""土石流影響範圍"", ""source_id"": ""176526"", ""distance_m"": 84.0, ""intersects"": false}]",2,1,複合災害暴露（優先查核）,public facility point intersects hazard polygon or is within 300 metres of hazard geometry/point,SCREENING_REFERENCE,121.88702976252665,24.935530938843925
NLSC-121-96,宜蘭縣頭城鎮梗枋國民小學,學校,內政部國土測繪中心（官方衍生快取）,96,202207,宜蘭縣,,,,,,,地質敏感區,"[{""group"": ""地質敏感區"", ""source_id"": ""L0016"", ""distance_m"": 28.1, ""intersects"": false}]",1,0,單一災害暴露（篩選參考）,public facility point intersects hazard polygon or is within 300 metres of hazard geometry/point,SCREENING_REFERENCE,121.86247339165901,24.900312039984737
NFA-2,宜蘭縣政府消防局頭城分隊,消防分隊,內政部消防署（官方）,2,2026-09-25T12:50:32+00:00,宜蘭縣,,,,,,,近5年歷史淹水災點,"[{""group"": ""近5年歷史淹水災點"", ""source_id"": ""130016"", ""distance_m"": 211.2, ""match_count"": 1}]",1,1,單一災害暴露（篩選參考）,public facility point intersects hazard polygon or is within 300 metres of hazard geometry/point,SCREENING_REFERENCE,121.82660020857561,24.862606213723275
NFA-7,宜蘭縣政府消防局三星分隊,消防分隊,內政部消防署（官方）,7,2026-09-25T12:50:32+00:00,宜蘭縣,,,,,,,土石流影響範圍、地質敏感區,"[{""group"": ""地質敏感區"", ""source_id"": ""G0003"", ""distance_m"": 159.7, ""intersects"": false}, {""group"": ""地質敏感區"", ""source_id"": ""L0016"", ""distance_m"": 121.9, ""intersects"": false}, {""group"": ""土石流影響範圍"", ""source_id"": ""176526"", ""distance_m"": 0.0, ""intersects"": true}]",2,0,複合災害暴露（優先查核）,public facility point intersects hazard polygon or is within 300 metres of hazard geometry/point,SCREENING_REFERENCE,121.64839737245428,24.65286501382423
NFA-8,宜蘭縣政府消防局大同分隊,消防分隊,內政部消防署（官方）,8,2026-09-25T12:50:32+00:00,宜蘭縣,,,,,,,地質敏感區,"[{""group"": ""地質敏感區"", ""source_id"": ""G0003"", ""distance_m"": 130.3, ""intersects"": false}, {""group"": ""地質敏感區"", ""source_id"": ""L0016"", ""distance_m"": 217.0, ""intersects"": false}]",1,0,單一災害暴露（篩選參考）,public facility point intersects hazard polygon or is within 300 metres of hazard geometry/point,SCREENING_REFERENCE,121.6084792804312,24.67833299189536
NFA-11,宜蘭縣政府消防局羅東分隊,消防分隊,內政部消防署（官方）,11,2026-09-25T12:50:32+00:00,宜蘭縣,,,,,,,近5年歷史淹水災點,"[{""group"": ""近5年歷史淹水災點"", ""source_id"": ""130016"", ""distance_m"": 128.4, ""match_count"": 5}]",1,5,單一災害暴露（篩選參考）,public facility point intersects hazard polygon or is within 300 metres of hazard geometry/point,SCREENING_REFERENCE,121.76924802709017,24.67805960703503
NFA-14,宜蘭縣政府消防局五結分隊,消防分隊,內政部消防署（官方）,14,2026-09-25T12:50:32+00:00,宜蘭縣,,,,,,,近5年歷史淹水災點,"[{""group"": ""近5年歷史淹水災點"", ""source_id"": ""130016"", ""distance_m"": 124.5, ""match_count"": 6}]",1,6,單一災害暴露（篩選參考）,public facility point intersects hazard polygon or is within 300 metres of hazard geometry/point,SCREENING_REFERENCE,121.81809200191348,24.667955526042526
NFA-17,宜蘭縣政府消防局南方澳分隊,消防分隊,內政部消防署（官方）,17,2026-09-25T12:50:32+00:00,宜蘭縣,,,,,,,地質敏感區,"[{""group"": ""地質敏感區"", ""source_id"": ""L0016"", ""distance_m"": 233.1, ""intersects"": false}]",1,0,單一災害暴露（篩選參考）,public facility point intersects hazard polygon or is within 300 metres of hazard geometry/point,SCREENING_REFERENCE,121.86506936276572,24.583386141053236
NFA-19,宜蘭縣政府消防局大里分隊,消防分隊,內政部消防署（官方）,19,2026-09-25T12:50:32+00:00,宜蘭縣,,,,,,,土石流影響範圍,"[{""group"": ""土石流影響範圍"", ""source_id"": ""176526"", ""distance_m"": 230.4, ""intersects"": false}]",1,0,單一災害暴露（篩選參考）,public facility point intersects hazard polygon or is within 300 metres of hazard geometry/point,SCREENING_REFERENCE,121.9031999495849,24.944762762652648
